task,context,task_id,env,complexity,original_filename
"Написать функцию СформироватьОтчетПродажиПоПокупателям(ДатаНачала, ДатаОкончания), которая формирует отчет на сервере ""ДинамикаПродаж"" на заданный период.
Функция должна программно сформировать отчет ""ДинамикаПродаж"", вариант отчета ""ПродажиТоваровПоПокупателям"". Стандартную группировку (Товар, Покупатель) подменить на новую группировку (Покупатель, Товар).
Настройки отчета: 
   Структура отчета: Группировка:
	                     ""Покупатель"": ТипГруппировки = Элементы, ТипДополнения = БезДополнения.
	                         ""Товар"":  ТипГруппировки = Элементы, ТипДополнения = БезДополнения.
	Параметры отчета: Период 
	    Значения параметов: Период.ДатаНачала = ДатаНачала, Период.ДатаОкончания = ДатаОкончания.
	Параметры вывода: ВыводитьПараметрыДанных = Не выводить,
	                  ВыводитьОтбор = Не выводить.
	                  
Параметры функции:  
ДатаНачала (тип: Дата) - начало периода.
ДатаОкончания (тип: Дата) - окончание периода.

Возвращаемое значение: ТабличныйДокумент.",{},task_058,server,high,task13_сложн_Куликова_v1.epf
"Написать функцию СформироватьОтчетПоОплатамПоставшика(ПоставщикФильтр, ВидСравненияКД), которая формирует отчет на сервере ""ДокументыОплата"" с отбором по поставщику.
Функция должна программно сформировать отчет ""ДокументыОплата"", вариант отчета ""Основной"".
Настройки отчета: 
	Параметры вывода: ВыводитьПараметрыДанных = Не выводить,
	                  ВыводитьОтбор = Не выводить.
	Отбор : добавляется отбор по полю ""Поставщик"", где ПравоеЗначение = ПоставщикФильтр, ВидСравнения = ВидСравненияКД.                
Параметры функции:  
ПоставщикФильтр (тип: СправочникСсылка.Контрагенты, Массив, СписокЗначений) - фильтр по поставшику.
ВидСравненияКД (тип: ВидСравненияКомпоновкиДанных) - вид сравнения для отбора по Поставщик.
Допускаются значения: ВидСравненияКомпоновкиДанных.Равно, ВидСравненияКомпоновкиДанных.НеРавно, ВидСравненияКомпоновкиДанных.Заполнено, ВидСравненияКомпоновкиДанных.НеЗаполнено,
                      ВидСравненияКомпоновкиДанных.ВГруппе, ВидСравненияКомпоновкиДанных.ВСписке, ВидСравненияКомпоновкиДанных.НеВГруппе, ВидСравненияКомпоновкиДанных.НеВСписке,
                      ВидСравненияКомпоновкиДанных.ВИерархии, ВидСравненияКомпоновкиДанных.НеВИерархии, ВидСравненияКомпоновкиДанных.ВСпискеПоИерархии, ВидСравнения = ВидСравненияКомпоновкиДанных.НеВСпискеПоИерархии.
Возвращаемое значение: ТабличныйДокумент.","{""Catalogs"": [{""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}]}",task_059,server,high,task14_сложн_Куликова_v1.epf
"Написать функцию СформироватьАнализНеликвидныхТоваров(ДатаНач, ДатаКон),
которая формирует аналитический отчет по неликвидным товарам на складе за указанный период.
Отчет предназначен для выявления товаров, имеющих остатки на складе, но не имеющих продаж в выбранном периоде, на основании данных регистров накопления «Продажи» и «ТоварныеЗапасы».
Если параметры периода не заданы, функция должна автоматически:
устанавливать ДатаНач = текущая дата минус 30 дней (с начала дня);
устанавливать ДатаКон = текущая дата (конец дня).
Перед выполнением расчета должна выполняться проверка корректности периода:
если ДатаКон меньше ДатаНач — вызывается исключение.
Формирование отчета выполняется следующим образом:
Выполняется запрос к регистру накопления РегистрНакопления.Продажи:
данные отбираются по периоду между ДатаНач и ДатаКон (по дате регистратора);
выполняется группировка по полю Товар;
рассчитывается агрегированный показатель:
КоличествоПродаж — суммарное количество продаж товара за период;
результат помещается во временную таблицу ВТ_Продажи.
Далее выполняется основной запрос к регистру накопления
РегистрНакопления.ТоварныеЗапасы.Остатки на дату ДатаКон:
выбираются товары с положительными остатками на складе;
выполняется левое соединение с временной таблицей продаж;
дополнительно выполняется соединение со справочником Товары для получения наименования;
рассчитываются итоговые показатели:
ОстатокНаСкладе — суммарный остаток товара;
КоличествоПродаж — количество продаж за период (с использованием ЕСТЬNULL = 0 при отсутствии продаж).
На основании полученных данных формируется итоговая таблица значений (ТаблицаЗначений) со следующей структурой:
Товар (СправочникСсылка.Товары);
Наименование (Строка);
ОстатокНаСкладе (Число);
КоличествоПродаж (Число);
Неликвид (Булево).
Заполнение итоговой таблицы выполняется построчно:
в таблицу включаются только товары, у которых:
ОстатокНаСкладе > 0;
КоличествоПродаж = 0;
такие товары помечаются признаком Неликвид = Истина.
После формирования данных выполняется сортировка результата:
по полю ОстатокНаСкладе по убыванию,
что позволяет вывести наиболее критичные неликвидные остатки в верхней части отчета.
Функция должна возвращать объект типа ТаблицаЗначений, содержащий список неликвидных товаров с остатками на складе.
Дополнительно реализуется функция ЗадачаРешена(ТабДок), которая проверяет корректность результата:
тип возвращаемого значения — ТаблицаЗначений;
наличие обязательных колонок (Товар, ОстатокНаСкладе, КоличествоПродаж, Неликвид);
отсутствие отрицательных остатков и продаж;
заполненность ссылки на товар в каждой строке.
В случае отсутствия неликвидных товаров таблица может быть пустой, что считается корректным результатом выполнения задачи анализа.","{""AccumulationRegisters"": [{""id"": ""Продажи"", ""name"": ""Продажи"", ""RegisterType"": ""Turnovers"", ""Dimensions"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}, {""id"": ""ТоварныеЗапасы"", ""name"": ""Товарные запасы"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_060,server,mid,task15_СредняяАнализНеликвидныхТоваров_v3.epf
"Написать функцию СформироватьОтчетПоОплатамСГруппировкойПоПоставщикам(), которая формирует отчет на сервере ""ДокументыОплата"" с добавлением группировки по полю Поставщик.
Функция должна программно сформировать отчет ""ДокументыОплата"", вариант отчета ""Основной"". Стандартную структуру отчета подменить на структуру вида группировка(Поставщик, ДетальныеЗаписи). 
Настройки отчета:  
    Структура отчета: Группировка:
                         Поставщик : ТипГруппировки = Элементы, ТипДополнения = БезДополнения. 
                           ДетальныеЗаписи.
	Параметры вывода: ВыводитьПараметрыДанных = Не выводить,
	                  ВыводитьОтбор = Не выводить.                
Возвращаемое значение: ТабличныйДокумент.",{},task_061,server,high,task15_сложн_Куликова_v1.epf
"Написать функцию ПолучитьПродажиСклада(ДатаНачала, ДатаОкончания),
которая формирует аналитический отчет по эффективности продаж склада за указанный период.

Отчет предназначен для анализа объема реализации товаров в разрезе складов на основании данных регистра накопления РегистрНакопления.
Продажи и позволяет оценить товарооборот, структуру продаж и эффективность складской реализации. 

Параметры функции
Функция принимает два параметра:
ДатаНачала — дата начала периода анализа;
ДатаОкончания — дата окончания периода анализа.


Значения по умолчанию
Если параметры периода не заданы, функция должна автоматически установить:
ДатаНачала = начало текущего месяца (с начала дня);
ДатаОкончания = текущая дата (конец дня).

Проверка параметров
Перед выполнением расчета необходимо выполнить проверку:
если ДатаОкончания < ДатаНачала — должно быть сгенерировано исключение.  

Источники данных
Расчет выполняется на основании регистра накопления:
РегистрНакопления.Продажи
Используются:
измерение: Регистратор.Склад;
измерение: Товар;
ресурсы: Количество, Сумма. 

Результат функции
Функция должна возвращать объект типа ТаблицаЗначений, содержащий:
РегистраторСклад — склад;
Товар — товар;
Количество — количество продаж;
Сумма — сумма продаж;
СредняяЦена — средняя цена. 

Позволяет анализировать эффективность продаж по складам и товарам, выявлять наиболее прибыльные направления и принимать управленческие решения на основе данных учета.","{""AccumulationRegisters"": [{""id"": ""Продажи"", ""name"": ""Продажи"", ""RegisterType"": ""Turnovers"", ""Dimensions"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""Склады"", ""name"": ""Склады"", ""Attributes"": [{""id"": ""НеИспользовать"", ""name"": ""Не использовать"", ""types"": [{""type"": ""Boolean""}]}]}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_062,server,mid,task16_СредняяОтчетПоэффективностиРаботыСклада_v4.epf
"Написать функцию СформироватьОтчетПоНеПроведеннымОплатамПоставщиков(), которая формирует отчет на сервере ""ДокументыОплата"" с отбором по непроведенным документам оплат.
Функция должна программно сформировать отчет ""ДокументыОплата"", вариант отчета ""Основной"".               
Поле компоновки данных называется ""Проведен""
Настройки отчета:  
   	Параметры вывода: ВыводитьПараметрыДанных = Не выводить,
	                  ВыводитьОтбор = Не выводить.                
Возвращаемое значение: ТабличныйДокумент.","{""Catalogs"": [{""id"": ""ХранилищеВариантовОтчетов"", ""name"": ""Варианты отчетов"", ""Attributes"": [{""id"": ""ВариантОтчета"", ""name"": ""Вариант отчета"", ""types"": []}, {""id"": ""КлючОбъекта"", ""name"": ""Ключ объекта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""255""}]}]}]}",task_063,server,high,task16_сложн_Куликова_v1 .epf
"Написать функцию СформироватьОтчетТоварыБезЦены(ВидЦен), которая формирует отчет на сервере ""ПрайсЛист"" по заданному виду цен и раскрашивает строки отечта, где цена не установлена.
Функция должна программно сформировать отчет ""ПрайсЛист"", вариант отчета ""Основной"".  
Настройки отчета:  
    Параметры отчета: ВидЦен 
	    Значения параметов: ВидЦен = ВидЦен.  
   	Параметры вывода: ВыводитьПараметрыДанных = Не выводить,
	                  ВыводитьОтбор = Не выводить. 
	УсловноеОформление: 
       Оформление: ЦветФона = Цвет(255, 236, 239);
       Условие: Цена НеЗаполнено                          
Возвращаемое значение: ТабличныйДокумент.","{""InformationRegisters"": [{""id"": ""ЦеныТоваров"", ""name"": ""Цены товаров"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}], ""Resources"": [{""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""ВидыЦен"", ""name"": ""Виды цен"", ""Attributes"": []}]}",task_064,server,high,task18_сложн_Куликова_v1.epf
"Написать функцию СформироватьРеестрПродажПоПокупателям(ДатаНач, ДатаКон),
которая формирует реестр продаж товаров по покупателям за указанный период в виде таблицы значений.
Реестр должен включать только проведенные документы «РасходТовара».
Данные выбираются из документа РасходТовара с отбором по следующим условиям:
признак Проведен = Истина;
дата документа находится в диапазоне между параметрами ДатаНач и ДатаКон (включительно).
Формирование реестра выполняется в два этапа:
Временная таблица содержит ссылки на документы РасходТовара и соответствующих покупателей за заданный период.
На основании временной таблицы выполняется соединение с табличной частью «Товары» документа РасходТовара для получения агрегированных данных о продажах.
Результат должен представлять таблицу значений (ТаблицаЗначений), где каждая строка соответствует сочетанию:
Покупатель + Товар.
Таблица должна содержать следующие поля:
Покупатель — ссылка на контрагента (реквизит Покупатель документа РасходТовара);
Товар — номенклатура из табличной части «Товары» документа РасходТовара;
Количество — суммарное количество проданных товаров по покупателю за период;
Сумма — суммарная сумма продаж по покупателю и товару за период.","{""Documents"": [{""id"": ""РасходТовара"", ""name"": ""Расход товара"", ""Attributes"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}, {""id"": ""Валюта"", ""name"": ""Валюта взиморасчетов"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ОбоснованиеОтгрузки"", ""name"": ""Обоснование отгрузки"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}], ""TabularSections"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}], ""Catalogs"": [{""id"": ""Контрагенты"", ""name"": ""Контрагенты"", ""Attributes"": [{""id"": ""Регион"", ""name"": ""Регион"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Регионы""}]}, {""id"": ""Индекс"", ""name"": ""Индекс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""10""}]}, {""id"": ""Страна"", ""name"": ""Страна"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Город"", ""name"": ""Город"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Улица"", ""name"": ""Улица"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Дом"", ""name"": ""Дом"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Телефон"", ""name"": ""Телефон"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ЭлектроннаяПочта"", ""name"": ""Электронная почта"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""Факс"", ""name"": ""Факс"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""16""}]}, {""id"": ""ВебСайт"", ""name"": ""Веб сайт"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""40""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ДополнительнаяИнформация"", ""name"": ""Дополнительная информация"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""КонтактноеЛицо"", ""name"": ""Контактное лицо"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""100""}]}, {""id"": ""Широта"", ""name"": ""Широта"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}, {""id"": ""Долгота"", ""name"": ""Долгота"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.6""}]}]}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_065,server,high,task1_Сложная_СформироватьТаблицуПродажСгруппированнуюПоПокупателям_v3.epf
"Написать функцию СформироватьАнализКурсовойРазницыПоОплатам(ДатаНач, ДатаКон),
которая анализирует документы Оплата и рассчитывает курсовую прибыль или убыток по платежам поставщикам, если расчеты выполнялись в иностранной валюте.
Задача предназначена для анализа влияния изменения курса валют на финансовые расчеты предприятия и может использоваться в финансовой аналитике и управленческой отчетности.
Если параметры периода не заданы, функция должна автоматически:
ДатаНач = начало дня 30 дней назад;
ДатаКон = конец текущего дня.
Перед выполнением расчета выполняется проверка параметров:
если ДатаКон < ДатаНач, генерируется исключение;
если даты не заданы — используются значения по умолчанию.
Расчет выполняется на основании следующих объектов конфигурации:
Документ.Оплата
Реквизиты:
Поставщик
Валюта
Сумма
Организация
Дата
РегистрСведений.КурсыВалют
Измерение:
Валюта
Ресурс:
Курс
На первом этапе выполняется запрос к документу Оплата:
выбираются проведенные документы;
выполняется отбор по дате;
извлекаются данные поставщика, валюты и суммы оплаты.
На втором этапе выполняется получение курса валюты:
курс выбирается из регистра КурсыВалют;
курс определяется на дату документа оплаты.
На третьем этапе выполняется расчет суммы оплаты в базовой валюте и расчет курсовой разницы.
Формулы расчета:
СуммаВБазовойВалюте = Сумма * Курс
КурсоваяРазница = СуммаВБазовойВалюте - Сумма
Если значение положительное — это курсовая прибыль,
если отрицательное — курсовый убыток.
Результат формируется в таблицу значений со следующими колонками:
Документ
Дата
Поставщик
Валюта
СуммаВВалюте
Курс
СуммаВБазовойВалюте
КурсоваяРазница
Далее выполняется сортировка по убыванию абсолютного значения курсовой разницы.","{""Documents"": [{""id"": ""Оплата"", ""name"": ""Оплата"", ""Attributes"": [{""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""РасчетныйСчетПоставщика"", ""name"": ""Расчетный счет поставщика"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.РасчетныеСчетаКонтрагентов""}]}, {""id"": ""РасчетныйСчет"", ""name"": ""Расчетный счет"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.РасчетныеСчета""}]}, {""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}]}], ""InformationRegisters"": [{""id"": ""КурсыВалют"", ""name"": ""Курсы валют"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Валюта"", ""name"": ""Валюта"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}], ""Resources"": [{""id"": ""Курс"", ""name"": ""Курс"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}",task_066,server,,task22_СрВывестиКурсовуюРаздницуТовара_v2.epf
"Написать функцию СформироватьСреднийЧекПродаж(ДатаНач, ДатаКон),
которая рассчитывает средний чек продаж предприятия за выбранный период.Задача предназначена для анализа эффективности продаж и позволяет определить среднюю сумму одного чека.
Отчет может использоваться для оценки покупательской активности, анализа работы кассиров и планирования маркетинговых мероприятий, направленных на увеличение среднего чека.
Если параметры периода не заданы, функция должна автоматически установить значения:
ДатаНач = начало дня 30 дней назад
ДатаКон = конец текущего дня
Перед выполнением расчета выполняется проверка параметров:
если ДатаКон < ДатаНач, генерируется исключение;
если даты не заданы — используются значения по умолчанию.
Расчет выполняется на основании следующих объектов конфигурации.
Документ.РасходТовара
Реквизиты:
Дата
Покупатель
Склад
Валюта
Табличная часть Документ.РасходТовара.Товары
Поля:
Товар
Количество
Сумма
Данные объекты используются как основной источник информации о фактических продажах товаров и суммах чеков.
1.Выполняется запрос к документу РасходТовара и его табличной части Товары.
Запрос выполняет:
отбор только проведенных документов продаж;
отбор записей по периоду ДатаНач – ДатаКон;
группировку по документу продажи;
расчет суммы каждого чека как суммы строк табличной части.
В результате формируется агрегированный набор данных, содержащий сумму каждого чека продаж.
2.Полученные данные выгружаются в таблицу значений, в которой выполняется расчет итоговых показателей.
На этом этапе определяется:
КоличествоЧеков — количество документов продаж;
ОбщаяСуммаПродаж — сумма всех чеков за выбранный период.
3.После определения количества чеков и общей суммы продаж выполняется расчет среднего чека.
Формула расчета:
СреднийЧек = ОбщаяСуммаПродаж / КоличествоЧеков
Если количество чеков равно нулю, значение среднего чека устанавливается равным 0.
Формирование результата
Результат работы функции возвращается в виде таблицы значений со следующими колонками:
КоличествоЧеков
ОбщаяСуммаПродаж
СреднийЧек","{""Documents"": [{""id"": ""РасходТовара"", ""name"": ""Расход товара"", ""Attributes"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}, {""id"": ""Валюта"", ""name"": ""Валюта взиморасчетов"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""ОбоснованиеОтгрузки"", ""name"": ""Обоснование отгрузки"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}], ""TabularSections"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}]}",task_067,server,mid,task24_СредняяСреднийЧекПродаж_v1.epf
